Field1,X,Y,Z
34324,586284.77,4475287.293,3.579
34325,586285.635,4475287.528,3.576
34326,586286.414,4475287.594,3.542
34327,586287.636,4475287.698,3.505
34328,586288.731,4475287.791,3.466
34329,586289.766,4475287.781,3.429
34330,586290.833,4475287.737,3.387
34331,586291.866,4475287.706,3.35
34332,586292.796,4475287.563,3.314
34333,586293.823,4475287.442,3.289
34334,586294.841,4475287.295,3.243
34335,586295.854,4475287.306,3.232
34336,586296.902,4475287.252,3.208
34337,586298.024,4475287.225,3.198
34338,586299.27,4475287.115,3.204
34339,586300.077,4475287.004,3.169
34340,586301.077,4475286.9,3.194
34341,586302.076,4475286.88,3.186
34342,586303.098,4475286.951,3.171
34343,586304.157,4475287.035,3.133
34344,586305.138,4475287.138,3.095
34345,586306.156,4475287.265,3.1
34346,586307.175,4475287.299,3.066
34347,586308.325,4475287.491,3.033
34348,586309.272,4475287.495,2.979
34349,586310.22,4475287.55,2.939
34350,586311.227,4475287.738,2.861
34351,586312.245,4475287.857,2.819
34352,586313.28,4475287.97,2.747
34353,586314.251,4475288.07,2.678
34354,586315.289,4475288.144,2.596
34355,586316.346,4475288.195,2.523
34356,586317.421,4475288.251,2.486
34357,586318.493,4475288.32,2.435
34358,586319.521,4475288.444,2.375
34359,586320.617,4475288.56,2.339
34360,586321.715,4475288.624,2.287
34361,586322.901,4475288.799,2.25
34362,586323.978,4475288.848,2.227
34363,586325.105,4475288.889,2.196
34364,586326.211,4475289.001,2.199
34365,586327.353,4475289.033,2.145
34366,586328.459,4475289.182,2.133
34367,586329.631,4475289.262,2.11
34368,586330.824,4475289.373,2.074
34369,586332.241,4475289.382,2.065
34370,586333.231,4475289.377,2.042
34371,586334.353,4475289.262,2.023
34372,586335.615,4475289.076,1.995
34373,586336.434,4475288.985,1.995
34374,586337.563,4475289.016,1.986
34375,586338.906,4475288.989,1.974
34376,586339.918,4475288.92,1.987
34377,586341.004,4475288.752,2.008
34378,586342.114,4475288.545,2.042
34379,586343.112,4475288.555,2.108
34380,586344.218,4475288.65,2.125
34381,586345.41,4475288.719,2.123
34382,586346.468,4475288.858,2.16
34383,586347.509,4475288.963,2.164
34384,586348.548,4475289.166,2.171
34385,586349.626,4475289.38,2.199
34386,586350.759,4475289.648,2.232
34387,586351.836,4475289.814,2.267
34388,586353.064,4475290.138,2.276
34389,586354.078,4475290.25,2.3
34390,586355.219,4475290.292,2.319
34391,586356.287,4475290.337,2.33
34392,586357.385,4475290.377,2.365
34393,586358.515,4475290.413,2.372
34394,586359.57,4475290.455,2.407
34395,586360.555,4475290.469,2.403
34396,586361.556,4475290.444,2.426
34397,586362.4,4475290.411,2.427
34398,586362.548,4475290.333,2.412
34399,586362.782,4475290.227,2.4
34400,586363.489,4475290.283,2.431
34401,586364.392,4475290.305,2.456
34402,586365.361,4475290.28,2.429
34403,586366.418,4475290.309,2.427
34404,586367.529,4475290.259,2.422
34405,586368.613,4475290.311,2.439
34406,586369.663,4475290.265,2.449
34407,586370.933,4475290.257,2.422
34408,586372.017,4475290.318,2.416
34409,586373.15,4475290.3,2.368
34410,586374.182,4475290.362,2.383
34411,586375.331,4475290.433,2.372
34412,586376.455,4475290.573,2.37
34413,586377.483,4475290.629,2.382
34414,586378.466,4475290.686,2.378
34415,586379.565,4475290.738,2.347
34416,586380.69,4475290.785,2.302
34417,586381.782,4475290.823,2.313
34459,586420.941,4475291.966,-0.205
34460,586421.018,4475291.876,-0.247
34461,586421.028,4475291.887,-0.249
34462,586421.131,4475291.918,-0.251
34463,586421.551,4475291.983,-0.304
34464,586422.274,4475292.075,-0.443
34465,586423.28,4475292.264,-0.56
34466,586424.505,4475292.373,-0.728
34467,586425.208,4475292.329,-0.796
34468,586425.791,4475292.231,-0.919
34469,586425.464,4475292.195,-0.845
34470,586424.537,4475292.376,-0.747
34471,586423.5,4475292.456,-0.628
34472,586422.673,4475292.375,-0.479
34473,586421.833,4475292.385,-0.351
34474,586421.454,4475292.595,-0.3
34475,586421.428,4475292.569,-0.315
34476,586421.422,4475292.629,-0.314
34477,586421.412,4475292.626,-0.328
34478,586421.444,4475292.625,-0.314
34492,586421.241,4475269.328,-0.528
34493,586422.421,4475269.484,-0.681
34494,586423.493,4475269.495,-0.854
34495,586424.233,4475269.552,-0.933
34496,586424.264,4475269.529,-0.942
34497,586423.659,4475269.555,-0.874
34498,586422.964,4475269.52,-0.76
34499,586422.212,4475269.517,-0.668
34500,586421.475,4475269.581,-0.543
34501,586421.201,4475269.543,-0.511
34502,586421.204,4475269.632,-0.516
34503,586421.203,4475269.611,-0.523
34542,586381.964,4475268.481,2.316
34543,586380.858,4475268.409,2.277
34544,586379.775,4475268.341,2.32
34545,586378.7,4475268.297,2.32
34546,586377.421,4475268.2,2.353
34547,586376.358,4475268.103,2.355
34548,586375.286,4475268.056,2.374
34549,586374.41,4475268.067,2.388
34550,586373.318,4475268.034,2.386
34551,586372.23,4475267.933,2.364
34552,586370.919,4475267.901,2.352
34553,586369.757,4475267.836,2.333
34554,586368.347,4475267.771,2.333
34555,586366.262,4475267.69,2.347
34556,586365.11,4475267.567,2.37
34557,586363.91,4475267.505,2.341
34558,586362.849,4475267.496,2.332
34559,586361.701,4475267.526,2.315
34560,586360.527,4475267.541,2.331
34561,586359.18,4475267.548,2.323
34562,586358.104,4475267.629,2.306
34563,586357.082,4475267.511,2.287
34564,586355.972,4475267.458,2.275
34565,586354.789,4475267.412,2.268
34566,586353.576,4475267.455,2.26
34567,586352.362,4475267.402,2.252
34568,586351.227,4475267.365,2.224
34569,586350.117,4475267.438,2.253
34570,586349.024,4475267.453,2.232
34571,586347.932,4475267.427,2.22
34572,586346.799,4475267.426,2.199
34573,586345.639,4475267.428,2.195
34574,586344.441,4475267.346,2.168
34575,586343.176,4475267.313,2.15
34576,586341.97,4475267.342,2.115
34577,586340.54,4475267.262,2.086
34578,586339.348,4475267.218,2.045
34579,586338.188,4475267.229,2.07
34580,586337.108,4475267.263,2.066
34581,586336.038,4475267.34,2.075
34582,586334.873,4475267.284,2.108
34583,586333.706,4475267.261,2.066
34584,586332.654,4475267.254,2.078
34585,586331.628,4475267.269,2.105
34586,586330.557,4475267.213,2.148
34587,586329.498,4475267.158,2.168
34588,586328.382,4475267.107,2.194
34589,586327.266,4475267.154,2.237
34590,586326.093,4475267.146,2.253
34591,586324.967,4475267.058,2.325
34592,586323.771,4475267.089,2.356
34593,586322.439,4475267.07,2.401
34594,586321.521,4475267.048,2.43
34595,586320.36,4475267.001,2.476
34596,586319.318,4475266.978,2.54
34597,586318.277,4475267.017,2.605
34598,586317.174,4475267.095,2.693
34599,586316.171,4475267.103,2.788
34600,586315.127,4475267.134,2.893
34601,586313.959,4475267.067,2.973
34602,586312.986,4475266.99,2.994
34603,586311.896,4475267.017,3.044
34604,586310.796,4475266.968,3.077
34605,586309.68,4475266.84,3.122
34606,586308.604,4475266.73,3.134
34607,586307.559,4475266.579,3.184
34608,586306.532,4475266.549,3.205
34609,586305.441,4475266.561,3.222
34610,586304.307,4475266.567,3.247
34611,586303.099,4475266.587,3.276
34612,586301.91,4475266.625,3.284
34613,586300.722,4475266.559,3.267
34614,586299.524,4475266.537,3.29
34615,586298.382,4475266.522,3.292
34616,586297.252,4475266.608,3.287
34617,586295.89,4475266.737,3.315
34618,586294.94,4475266.697,3.315
34619,586293.887,4475266.625,3.309
34620,586292.771,4475266.427,3.345
34621,586291.61,4475266.248,3.362
34622,586290.601,4475266.099,3.428
34623,586289.571,4475265.911,3.455
34624,586288.527,4475265.663,3.498
34625,586287.424,4475265.549,3.508
34626,586286.255,4475265.442,3.512
34627,586285.094,4475265.439,3.538
34628,586283.927,4475265.567,3.559
34629,586282.816,4475265.76,3.55
34630,586281.644,4475265.965,3.563
34631,586280.485,4475266.218,3.576
34632,586279.319,4475266.468,3.553
34633,586277.933,4475266.494,3.53
34634,586277.002,4475266.501,3.523
34635,586275.854,4475266.422,3.512
34636,586274.922,4475266.13,3.51
34637,586273.984,4475265.761,3.53
34638,586273.13,4475265.325,3.531
34639,586272.05,4475265.163,3.546
34640,586271.455,4475265.142,3.553
34641,586270.806,4475265.313,3.589
34642,586270.365,4475265.558,3.581
34643,586269.87,4475265.645,3.632
34644,586269.72,4475265.663,3.627
34645,586269.696,4475265.685,3.641
34646,586269.708,4475265.683,3.636
34647,586269.71,4475265.669,3.643
34648,586276.961,4475240.735,3.732
34649,586276.965,4475240.733,3.733
34650,586276.965,4475240.728,3.736
34651,586277.126,4475240.73,3.726
34652,586277.499,4475240.836,3.706
34653,586278.042,4475240.882,3.655
34654,586278.582,4475240.968,3.594
34655,586279.116,4475241.005,3.571
34656,586279.664,4475241.083,3.492
34657,586280.225,4475241.084,3.38
34658,586280.714,4475241.133,3.336
34659,586281.097,4475241.179,3.327
34660,586281.496,4475241.12,3.321
34661,586281.972,4475241.206,3.285
34662,586282.334,4475241.219,3.244
34663,586282.532,4475241.311,3.231
34664,586282.33,4475241.276,3.213
34665,586282.346,4475241.114,3.209
34666,586282.509,4475241.083,3.217
34667,586282.526,4475241.084,3.215
34668,586283.2,4475241.046,3.189
34669,586283.935,4475240.976,3.176
34670,586285.039,4475240.954,3.147
34671,586285.824,4475240.898,3.133
34672,586286.724,4475240.946,3.148
34673,586287.626,4475240.989,3.153
34674,586288.869,4475241.07,3.149
34675,586290.242,4475241.207,3.138
34676,586291.184,4475241.344,3.124
34677,586292.414,4475241.398,3.095
34678,586293.243,4475241.454,3.077
34679,586294.333,4475241.512,3.082
34680,586295.366,4475241.662,3.075
34681,586296.645,4475241.703,3.025
34682,586297.903,4475241.594,2.979
34683,586299.715,4475241.581,2.945
34684,586300.744,4475241.488,2.921
34685,586301.713,4475241.338,2.912
34686,586302.701,4475241.227,2.917
34687,586303.656,4475241.055,2.868
34688,586304.879,4475240.971,2.844
34689,586305.905,4475240.957,2.822
34690,586307.006,4475240.989,2.784
34691,586307.788,4475241.075,2.755
34692,586308.751,4475241.24,2.744
34693,586309.625,4475241.459,2.764
34694,586310.512,4475241.722,2.722
34695,586311.409,4475241.892,2.684
34696,586312.363,4475242.003,2.651
34697,586313.373,4475242.02,2.626
34698,586314.273,4475241.968,2.617
34699,586315.326,4475241.844,2.574
34700,586316.326,4475241.586,2.545
34701,586317.201,4475241.424,2.54
34702,586318.149,4475241.354,2.511
34703,586319.069,4475241.344,2.481
34704,586319.914,4475241.621,2.49
34705,586320.874,4475241.85,2.481
34706,586321.773,4475241.998,2.463
34707,586322.715,4475242.06,2.436
34708,586323.733,4475241.991,2.396
34709,586324.212,4475241.957,2.405
34710,586324.831,4475241.858,2.373
34711,586325.766,4475241.748,2.347
34712,586326.816,4475241.585,2.313
34713,586327.867,4475241.413,2.299
34714,586328.948,4475241.346,2.266
34715,586330.026,4475241.285,2.246
34716,586331.141,4475241.28,2.221
34717,586332.243,4475241.364,2.166
34718,586333.207,4475241.495,2.155
34719,586334.191,4475241.624,2.131
34720,586335.234,4475241.808,2.115
34721,586336.282,4475241.94,2.106
34722,586337.309,4475242.168,2.1
34723,586338.269,4475242.323,2.081
34724,586339.296,4475242.528,2.084
34725,586340.325,4475242.667,2.075
34726,586341.602,4475242.832,2.117
34727,586342.404,4475242.912,2.131
34728,586343.578,4475242.944,2.157
34729,586344.585,4475242.889,2.158
34730,586345.662,4475242.897,2.214
34731,586346.847,4475242.839,2.22
34732,586347.965,4475242.804,2.258
34733,586349.061,4475242.734,2.275
34734,586350.189,4475242.638,2.292
34735,586351.279,4475242.479,2.265
34736,586352.383,4475242.539,2.288
34737,586353.535,4475242.596,2.297
34738,586354.642,4475242.611,2.326
34739,586355.821,4475242.745,2.349
34740,586356.969,4475242.941,2.376
34741,586358.066,4475243.019,2.409
34742,586359.387,4475243.163,2.411
34743,586360.229,4475243.258,2.45
34744,586361.328,4475243.396,2.476
34745,586362.389,4475243.491,2.477
34746,586363.493,4475243.559,2.502
34747,586364.714,4475243.59,2.503
34748,586365.763,4475243.553,2.538
34749,586366.986,4475243.516,2.547
34750,586368.018,4475243.429,2.529
34751,586368.991,4475243.277,2.554
34752,586369.954,4475243.251,2.573
34753,586370.956,4475243.173,2.565
34754,586371.796,4475243.117,2.583
34755,586372.79,4475243.136,2.583
34756,586373.946,4475243.012,2.591
34757,586374.967,4475242.956,2.603
34758,586376.085,4475242.931,2.525
34759,586377.317,4475242.934,2.509
34760,586378.129,4475242.993,2.501
34761,586379.086,4475243.162,2.512
34762,586380.053,4475243.296,2.524
34806,586419.331,4475244.276,-0.428
34807,586419.89,4475244.357,-0.519
34808,586420.48,4475244.423,-0.58
34809,586421.139,4475244.506,-0.659
34810,586421.746,4475244.619,-0.751
34811,586422.131,4475244.689,-0.777
34812,586422.493,4475244.663,-0.817
34813,586423.055,4475244.658,-0.887
34814,586423.647,4475244.695,-0.919
34815,586424.115,4475244.736,-1.008
34816,586424.209,4475244.66,-1.079
34817,586423.874,4475244.572,-0.954
34818,586423.514,4475244.61,-0.901
34819,586423.116,4475244.609,-0.895
34820,586422.556,4475244.632,-0.861
34821,586421.936,4475244.794,-0.754
34822,586421.45,4475244.72,-0.686
34823,586421.128,4475244.598,-0.649
34824,586420.806,4475244.525,-0.616
34825,586420.448,4475244.554,-0.557
34826,586420.167,4475244.514,-0.553
34840,586419.99,4475220.145,-0.523
34841,586420.862,4475220.162,-0.66
34842,586421.792,4475220.304,-0.794
34843,586422.531,4475220.313,-0.872
34844,586423.219,4475220.328,-0.951
34845,586423.697,4475220.273,-1.039
34846,586423.17,4475220.367,-0.939
34847,586422.59,4475220.331,-0.865
34848,586422.257,4475220.283,-0.85
34882,586384.252,4475219.965,2.405
34883,586383.339,4475219.89,2.387
34884,586382.16,4475219.863,2.48
34885,586381.003,4475219.882,2.473
34886,586379.966,4475219.823,2.508
34887,586378.675,4475219.72,2.52
34888,586377.634,4475219.698,2.542
34889,586376.766,4475219.784,2.534
34890,586375.459,4475219.87,2.574
34891,586374.355,4475219.985,2.596
34892,586373.262,4475220.04,2.572
34893,586372.195,4475220.183,2.579
34894,586371.041,4475220.243,2.591
34895,586370.031,4475220.32,2.6
34896,586368.971,4475220.444,2.581
34897,586367.823,4475220.505,2.578
34898,586366.58,4475220.541,2.566
34899,586365.727,4475220.524,2.566
34900,586364.685,4475220.459,2.565
34901,586363.547,4475220.447,2.552
34902,586362.406,4475220.525,2.558
34903,586361.244,4475220.592,2.554
34904,586360.156,4475220.651,2.538
34905,586359.037,4475220.586,2.494
34906,586357.719,4475220.399,2.469
34907,586356.568,4475220.438,2.449
34908,586355.467,4475220.44,2.44
34909,586354.465,4475220.478,2.405
34910,586353.399,4475220.446,2.389
34911,586352.523,4475220.451,2.409
34912,586351.145,4475220.459,2.376
34913,586350.041,4475220.429,2.353
34914,586348.93,4475220.425,2.356
34915,586347.818,4475220.489,2.299
34916,586346.738,4475220.499,2.273
34917,586345.813,4475220.578,2.255
34918,586345.277,4475220.517,2.255
34919,586345.103,4475220.508,2.248
34920,586344.458,4475220.606,2.221
34921,586343.594,4475220.697,2.189
34922,586342.69,4475220.839,2.196
34923,586341.627,4475220.657,2.188
34924,586340.594,4475220.506,2.205
34925,586339.527,4475220.416,2.233
34926,586338.484,4475220.349,2.279
34927,586337.394,4475220.329,2.3
34928,586336.329,4475220.377,2.308
34929,586335.269,4475220.412,2.346
34930,586334.153,4475220.428,2.395
34931,586332.98,4475220.469,2.429
34932,586331.655,4475220.548,2.488
34933,586329.719,4475220.566,2.57
34934,586328.383,4475220.55,2.612
34935,586327.254,4475220.523,2.667
34936,586326.084,4475220.528,2.697
34937,586324.947,4475220.504,2.712
34938,586323.834,4475220.517,2.687
34939,586322.408,4475220.639,2.633
34940,586321.431,4475220.648,2.533
34941,586320.07,4475220.78,2.543
34942,586318.837,4475220.862,2.567
34943,586317.674,4475220.906,2.606
34944,586316.524,4475220.883,2.624
34945,586315.348,4475220.951,2.651
34946,586314.127,4475220.896,2.685
34947,586312.947,4475220.788,2.725
34948,586311.767,4475220.76,2.746
34949,586310.601,4475220.704,2.773
34950,586309.398,4475220.693,2.796
34951,586308.191,4475220.608,2.832
34952,586306.955,4475220.573,2.852
34953,586305.523,4475220.503,2.88
34954,586304.566,4475220.476,2.908
34955,586303.196,4475220.495,2.925
34956,586302.325,4475220.579,2.936
34957,586300.964,4475220.702,2.965
34958,586299.78,4475220.853,2.984
34959,586298.566,4475220.954,3.001
34960,586297.328,4475221.033,3.026
34961,586296.071,4475221.118,3.062
34962,586294.888,4475221.256,3.066
34963,586293.686,4475221.329,3.097
34964,586292.473,4475221.306,3.12
34965,586291.298,4475221.1,3.124
34966,586290.138,4475220.954,3.151
34967,586288.629,4475220.751,3.184
34968,586287.415,4475220.561,3.213
34969,586286.186,4475220.492,3.24
34970,586284.982,4475220.478,3.233
34971,586283.817,4475220.632,3.251
34972,586282.775,4475220.843,3.313
34973,586281.716,4475221.106,3.369
34974,586280.457,4475221.416,3.459
34975,586279.469,4475221.611,3.524
34976,586278.395,4475221.708,3.62
34977,586277.38,4475221.712,3.75
34978,586276.417,4475221.605,3.904
34979,586275.538,4475221.606,3.949
34980,586274.657,4475221.468,4.009
34981,586273.725,4475221.337,4.126
34982,586272.838,4475221.161,4.182
34983,586271.923,4475220.987,4.213
34984,586271.134,4475220.869,4.182
34985,586270.269,4475220.694,4.121
34986,586269.226,4475220.617,4.039
34987,586268.241,4475220.646,3.98
34988,586267.111,4475220.835,3.93
34989,586265.986,4475221.036,3.902
34990,586265.073,4475221.185,3.865
34991,586264.039,4475221.285,3.816
34992,586262.623,4475221.612,3.803
34993,586261.446,4475221.971,3.755
34994,586260.592,4475222.251,3.798
34995,586259.327,4475222.332,3.795
34996,586258.496,4475222.14,3.817
34997,586258.101,4475221.957,3.821
34998,586257.929,4475221.88,3.828
34999,586257.637,4475221.696,3.851
35000,586257.093,4475221.454,3.873
35001,586256.681,4475221.267,3.901
35002,586256.122,4475221.154,3.944
35003,586255.555,4475221.091,3.979
35004,586254.869,4475221.108,4.043
35005,586254.357,4475221.077,4.072
35006,586254.282,4475221.083,4.072
35007,586254.29,4475221.085,4.071
35008,586254.292,4475221.088,4.071
35009,586254.291,4475221.09,4.069
35024,586250.116,4475197.783,3.599
35025,586251.03,4475197.735,3.581
35026,586251.89,4475197.608,3.592
35027,586252.704,4475197.42,3.595
35028,586253.599,4475197.298,3.577
35029,586254.496,4475197.149,3.566
35030,586255.427,4475197.088,3.562
35031,586256.272,4475197.122,3.573
35032,586257.019,4475197.216,3.579
35033,586257.867,4475197.428,3.599
35034,586258.837,4475197.751,3.645
35035,586259.649,4475197.908,3.668
35036,586260.497,4475198.043,3.641
35037,586261.395,4475198.13,3.625
35038,586262.316,4475198.135,3.616
35039,586263.143,4475197.987,3.608
35040,586264.054,4475197.905,3.629
